,-4,-2,0,2,4
9,6258.341812975239,6122.7050580263285,5983.380543438793,5831.680244154005,5585.723661692497
10,5266.328624052087,5066.649878170084,4732.00018171063,4319.124880793544,3776.1996192827346
11,8241.772430471132,7932.611397836388,7455.482099633696,6863.880361207744,6221.8663452412075
12,4363.651337992707,4502.804983725521,4519.206960405436,4401.859439848135,4202.733345482997
13,2840.525772048627,3055.7537412368065,3134.6742976666133,2898.156495127489,2660.7991620225594
14,1024.3647772593642,912.6256430755701,1124.5446302118191,1234.3973014008877,1104.1314503439553
15,1685.0529201039396,1703.6448331601307,1644.3487713973097,1423.993461920147,1179.0499316473688
